Query,Method,Similarity Score (%),Text,Psalm Num,Verse
"Rejoice, O ye heavens, sound the trumpets, ye foundation of the earth, thunder forth gladness, O ye mountains: for behold, Emmanuel to the Cross our sins, and the Giver of Life hath slain death, raising up Adam; for He loveth mankind.",SBERT,98.5,Psalter,13,"The fool hath said in his heart, There is no God. They are corrupt, and are become abominable in their doings; there is none that doeth good, no, not one. The Lord looked down from heaven upon the sons of men, to see if there were any that did understand, or seek God. They are all gone aside, they are together become unprofitable; there is none that doeth good, no, not one. Shall all the workers of iniquity have no knowledge, who eat up my people as they eat bread? They have not called upon the Lord. There were they in great fear, where there was no fear; for the Lord is in the generation of the righteous. Ye have shamed the counsel of the poor, but the Lord is his hope. Who shall give the salvation of Israel out of Zion? When the Lord turneth back the captivity of His people, Jacob shall rejoice, and Israel shall be glad."
"Rejoice, O ye heavens, sound the trumpets, ye foundation of the earth, thunder forth gladness, O ye mountains: for behold, Emmanuel to the Cross our sins, and the Giver of Life hath slain death, raising up Adam; for He loveth mankind.",SBERT,98.43,Psalter,16,"Hear my right, O Lord; attend unto my supplication. Give ear unto my prayer, that goeth not out of feigned lips. Let my judgment come forth from Thy presence; let mine eyes behold the things that are equal. Thou hast proved mine heart; Thou hast visited it in the night; Thou hast tried me by fire, and unrighteousness hath not been found in me. That my mouth may not speak the works of men, for the sake of the words of Thy lips have I kept hard ways. Set Thou my goings in Thy paths, that my footsteps slip not. I have cried, for Thou hast heard me, O God; incline Thine ear unto me, and hear my words. Shew Thy marvellous mercies, O Thou that savest them which put their hope in Thee. From them that have resisted Thy right hand, keep me, O Lord, as the apple of Thine eye. Thou wilt shelter me with the covert of Thy wings, from the face of the ungodly that have troubled me. Mine enemies have compassed my soul; they are inclosed in their own fat, their mouth hath spoken proudly. They cast me forth, and now have compassed me about; they have set their eyes bowing down to the earth. They have taken me like as a lion that is ready for his prey, and as it were a young lion lurking in secret places. Arise, O Lord, prevent them, and supplant them; deliver my soul from the ungodly, Thy sword from the enemies of Thine hand. From Thy few of the earth, O Lord, do Thou separate them in their life; their belly is filled with Thy hid treasures. They have satisfied themselves with swine, and have left the rest of their substance to their babes. As for me, I shall appear before Thy face in righteousness; I shall be satisfied when Thy glory appeareth unto me."
"Rejoice, O ye heavens, sound the trumpets, ye foundation of the earth, thunder forth gladness, O ye mountains: for behold, Emmanuel to the Cross our sins, and the Giver of Life hath slain death, raising up Adam; for He loveth mankind.",SBERT,98.34,Bible,92,1For the day before the Sabbath when the earth was settled the praise of an ode by  David The Lord reigns He clothed Himself with majesty The Lord clothed and girded Himself with power And He established the world which shall not be moved Your throne is prepared from of old You are from everlasting The rivers O Lord lift up The rivers lift up their voices Because of the voices of their many waters Marvelous are the billows of the sea Wondrous is the Lord on high Your testimonies are very much believed Holiness is proper to Your house O Lord Unto length of days
"Rejoice, O ye heavens, sound the trumpets, ye foundation of the earth, thunder forth gladness, O ye mountains: for behold, Emmanuel to the Cross our sins, and the Giver of Life hath slain death, raising up Adam; for He loveth mankind.",SBERT,98.33,Psalter,12,"How long wilt Thou forget me, O Lord? for ever? How long wilt Thou turn away Thy face from me? How long shall I take counsel in my soul, having sorrows in my heart day and night? How long shall mine enemy be exalted over me? Consider and hear me, O Lord my God; lighten mine eyes, lest I sleep in death; Lest mine enemy say at any time, I have prevailed against him. Those that trouble me will rejoice if I am moved, but I have hoped in Thy mercy. My heart shall rejoice in Thy salvation; I will sing unto the Lord, Which hath dealt bountifully with me; yea, I will sing praise unto the name of the Lord Most High."
"Rejoice, O ye heavens, sound the trumpets, ye foundation of the earth, thunder forth gladness, O ye mountains: for behold, Emmanuel to the Cross our sins, and the Giver of Life hath slain death, raising up Adam; for He loveth mankind.",SBERT,98.32,Psalter,69,"O God, attend to help me; make haste to help me, O Lord. Let them be ashamed and confounded that seek after my soul; let them be turned backward and put to shame that wish me evils. Let them forthwith be turned back ashamed that say unto me, Aha, aha. Let all those that seek Thee, O God, rejoice and be glad in Thee; and let such as love Thy salvation say continually, Let the Lord be magnified. But I am poor and needy; help me, O God. Thou art my help and my deliverer; O Lord, make no tarrying."
"Have mercy on me, O God, have mercy on me. For my soul trusts in Thee, and in the shadow of Thy wings will I hope, until iniquity pass away.",BERT,99.69,Bible,70,By David of the sons of Jonadab and the first ones taken captive OGod in You I hope may I never be put to shame Deliver me in Your righteousness and set me free Incline Your ear to me and save me Be to me a God for protection And a strong place for salvation For You are my foundation and my refuge O my God deliver me from the hand of the sinner From the hand of those who transgress the law and act unjustly For You are my patience O Lord The Lord is my hope from my youth By You I have been supported from birth From my mothers womb You have been my protector My song shall be always of You Iam become as a wonder tomany And You are my strong helper Let my mouth be filled with Your praise That I may sing of Your glory And of Your magnificence all the day long Do not abandon me in the time of old age When my strength fails do not forsake me For my enemies speak against me And those who watch for my soul plot together Saying God forsook him Pursue and lay hold of him For there is no deliverer O God do not stand far off from me O my God give heed to help me Let those who falsely accuse my soul be shamed and forsaken Let those who seek evils for me be covered with shame and reproach But I will hope continually And I will add to all Your praise My mouth shall proclaim Your righteousness Your salvation all the day For I am not acquainted with learning I shall enter into the power of the Lord O Lord I shall remember Your righteousness Yours alone You taught me O God from my youth And from then until now I will proclaim Your wonders And even to old age and to my last breath O God do not abandon me Until I proclaim Your arm to every coming generation Yes Your mighty deeds and Your righteousness O God I proclaim the magnificent things You did Even to the highest heaven O God who is like You How great and evil are the afflictions You showed me And You returned and made me live And You raised me up again from the depths of the earth You multiplied Your greatness And You returned and comforted me You brought me up again from the depths of the earth Truly I will give thanks to You with the instrument of a psalm O God I will sing to You with the lyre O Holy One of Israel My lips will greatly rejoice when I sing to You So will my soul which You redeemed My tongue shall meditate on Your righteousness all the day long When those who seek evils for me are dishonored and shamed
"Have mercy on me, O God, have mercy on me. For my soul trusts in Thee, and in the shadow of Thy wings will I hope, until iniquity pass away.",BERT,99.68,Psalter,34,"Judge Thou, O Lord, them that do me injustice; fight against them that fight against me. Take hold of weapon and buckler, and rise up for mine help. Draw out the sword, and stop the way against them that persecute me; say unto my soul, I am Thy salvation. Let them be ashamed and confounded that seek after my soul; let them be turned back and put to shame that devise evil against me. Let them become as chaff before the face of the wind, and let the angel of the Lord afflict them. Let their way be dark and slippery, and let the angel of the Lord pursue them. For without cause have they hid for me destruction in their snare; without cause have they reproached my soul. Let a snare come upon him unawares, and let the snare that he hath hid catch himself; and into that very snare let him fall. But my soul shall exult in the Lord; it shall delight in His salvation. All my bones shall say, Lord, O Lord, who is like unto Thee, Which deliverest the poor from the hand of them that are too strong for him, yea, the poor and needy from them that spoil him? Unjust witnesses did rise up; they charged me with things that I knew not. They rewarded me evil for good, and barrenness to my soul. But as for me, when they troubled me, I put on sackcloth, and humbled my soul with fasting; and my prayer shall return into mine own bosom. I sought to please, as though it had been my neighbour or brother; I humbled myself, as one that is mourning and sad of countenance. But they rejoiced against me, and gathered themselves together; plagues were gathered together upon me, and I knew it not. They were scattered, yet they were not pricked at the heart. They tempted me, they scoffed at me with scorn, they gnashed upon me with their teeth. Lord, when wilt Thou look upon me? Rescue my soul from their mischief, mine onlybegotten one from the lions. I will give Thee thanks in the great congregation; I will praise Thee among a mighty people. Let not them that are my enemies wrongfully rejoice over me, they that hate me without a cause, and wink with the eyes. For they spake unto me peaceably indeed, but in their anger they devised deceits. Yea, they opened their mouth wide against me; they said, Aha, aha, our eyes have seen it. This Thou hast seen, O Lord, keep not silence; O Lord, be not far from me. Arise, O Lord, and attend to my judgment, even unto my cause, my God and my Lord. Judge me, O Lord, according to Thy righteousness; let them not rejoice over me, O Lord my God. Let them not say in their hearts, Aha, aha, it is well to our soul; neither let them say, We have swallowed him up. Let them be ashamed and brought to confusion together that rejoice at my woes. Let them be clothed with shame and confusion that speak great words against me. Let them exult and be glad, that favour my righteous cause; yea, let them that desire the peace of Thy servant say continually, Let the Lord be magnified. And my tongue shall speak of Thy righteousness, and of Thy praise all the day long."
"Have mercy on me, O God, have mercy on me. For my soul trusts in Thee, and in the shadow of Thy wings will I hope, until iniquity pass away.",BERT,99.68,Psalter,46,"O clap your hands, all ye nations; shout unto God with a voice of rejoicing. For the Lord Most High is terrible; He is a great King over all the earth. He hath subdued the people under us, and the nations under our feet. He hath chosen us for His inheritance, the beauty of Jacob which He loved. God is gone up with jubilation, the Lord with the sound of the trumpet. Sing praises to our God, sing praises; sing praises unto our King, sing praises. For God is the king of all the earth; sing ye praises with understanding. God reigneth over the heathen; God sitteth upon His holy throne. The princes of the people are gathered together with the God of Abraham, for God's mighty ones of the earth are greatly exalted."
"Have mercy on me, O God, have mercy on me. For my soul trusts in Thee, and in the shadow of Thy wings will I hope, until iniquity pass away.",BERT,99.67,Bible,60,For the End in hymns by David Hear my supplication O God Attend to my prayer From the end of the earth I cried out to You When my heart was discouraged You lifted me high on a rock You guided me for You became my hope A tower of strength from the face of the enemy I will dwell in Your tabernacle unto the ages I will be covered with the shelter of Your wings Pause For You O God hear my prayers You give an inheritance to those who fear Your name You will add days to the days of the king His years as the days of generation to generation He will abide before God forever Who will seek out His mercy and truth So I will sing praise to Your name unto ages of ages That I may pay my vows day to day
"Have mercy on me, O God, have mercy on me. For my soul trusts in Thee, and in the shadow of Thy wings will I hope, until iniquity pass away.",BERT,99.67,Bible,103,By David Bless the Lord O my soul O Lord my God You are magnified exceedingly You clothe Yourself with thanksgiving and majesty Who cover Yourself with light as with a garment Who stretch out the heavens like a curtain You are He who covers His upper chambers with waters Who makes the clouds His means of approach Who walks on the wings of the winds Who makes His angels spirits And His ministers a flame of fire He established the earth on its stable foundation It shall not be moved unto ages of ages The deep like a garment is His covering The waters shall stand upon the mountains At Your rebuke they shall flee At the sound of Your thunder they shall be afraid The mountains rise up and the plains sink down To the place You founded for them You set a boundary they shall not pass over Neither shall they return to cover the earth You are He who sends springs into the valley The waters shall pass between the mountains They shall give drink to all the wild animals of the field The wild asses shall quench their thirst The birds of heaven shall dwell beside them They shall sing from the midst of the rocks You are He who waters the mountains from His higher places The earth shall be satisfied with the fruit of Your works You are He who causes grass to grow for the cattle And the green plant for the service of man To bring forth bread from the earth And wine gladdens the heart of man To brighten his face with oil And bread strengthens mans heart The trees of the plain shall be full of fruit The cedars of Lebanon which You planted There the sparrows shall make their nests The house of the heron takes the lead among them The high mountains are for the deer The cliff is a refuge for the rabbits He made the moon for seasons The sun knows its setting You established darkness and it was night Wherein all the wild animals of the forest will prowl about The young lions roar and snatch their prey And seek their food from God The sun arises and they are gathered together And they shall be put to bed in their dens Man shall go out to his work And to his labor until evening O Lord Your works shall be magnified greatly You made all things in wisdom The earth was filled with Your creation There is this great and spacious sea The creeping things are there without number The living things are there both small and great There the ships pass through There is this dragon You formed to play therein All things wait upon You That You may give them food in due season When You give it tothem they shall gather it When You open Your hand all things shall be filled with Your goodness But when You turn Your face away they shall be troubled When You take away their breath they shall die And return again to their dust You shall send forth Your Spirit and they shall be created And You shall renew the face of the earth Let the glory of the Lord be forever The Lord shall be glad in His works He looks upon the earth and makes it tremble He touches the mountains and they smoke I will sing to the Lord all my life I will sing to my God as long as I exist May my words be pleasing to Him And I shall be glad in the Lord May sinners cease from the earth And the lawless so as to be no more Bless the Lord O my soul
"Have mercy on me, O God, have mercy on me. For my soul trusts in Thee, and in the shadow of Thy wings will I hope, until iniquity pass away.",SBERT,98.39,Bible,151,1This is a psalm written with Davids own hand although outside the number when he  fought in single combat with Goliath Iwas small among my brothers And the youngest in my fathers house I tended my fathers sheep My hands built a musical instrument My fingers tuned a lyre And whoshall tell my Lord The Lord Himself He Himself hears He sent forth His Angel And took me from my fathers sheep And he anointed me with his anointing oil My brothers were handsome and tall But the Lord took no pleasure in them I went out to meet the foreigner And he cursed me with his idols But I drew his own sword and beheaded him And removed disgrace from the children of Israel
"Have mercy on me, O God, have mercy on me. For my soul trusts in Thee, and in the shadow of Thy wings will I hope, until iniquity pass away.",SBERT,98.33,Psalter,34,"Judge Thou, O Lord, them that do me injustice; fight against them that fight against me. Take hold of weapon and buckler, and rise up for mine help. Draw out the sword, and stop the way against them that persecute me; say unto my soul, I am Thy salvation. Let them be ashamed and confounded that seek after my soul; let them be turned back and put to shame that devise evil against me. Let them become as chaff before the face of the wind, and let the angel of the Lord afflict them. Let their way be dark and slippery, and let the angel of the Lord pursue them. For without cause have they hid for me destruction in their snare; without cause have they reproached my soul. Let a snare come upon him unawares, and let the snare that he hath hid catch himself; and into that very snare let him fall. But my soul shall exult in the Lord; it shall delight in His salvation. All my bones shall say, Lord, O Lord, who is like unto Thee, Which deliverest the poor from the hand of them that are too strong for him, yea, the poor and needy from them that spoil him? Unjust witnesses did rise up; they charged me with things that I knew not. They rewarded me evil for good, and barrenness to my soul. But as for me, when they troubled me, I put on sackcloth, and humbled my soul with fasting; and my prayer shall return into mine own bosom. I sought to please, as though it had been my neighbour or brother; I humbled myself, as one that is mourning and sad of countenance. But they rejoiced against me, and gathered themselves together; plagues were gathered together upon me, and I knew it not. They were scattered, yet they were not pricked at the heart. They tempted me, they scoffed at me with scorn, they gnashed upon me with their teeth. Lord, when wilt Thou look upon me? Rescue my soul from their mischief, mine onlybegotten one from the lions. I will give Thee thanks in the great congregation; I will praise Thee among a mighty people. Let not them that are my enemies wrongfully rejoice over me, they that hate me without a cause, and wink with the eyes. For they spake unto me peaceably indeed, but in their anger they devised deceits. Yea, they opened their mouth wide against me; they said, Aha, aha, our eyes have seen it. This Thou hast seen, O Lord, keep not silence; O Lord, be not far from me. Arise, O Lord, and attend to my judgment, even unto my cause, my God and my Lord. Judge me, O Lord, according to Thy righteousness; let them not rejoice over me, O Lord my God. Let them not say in their hearts, Aha, aha, it is well to our soul; neither let them say, We have swallowed him up. Let them be ashamed and brought to confusion together that rejoice at my woes. Let them be clothed with shame and confusion that speak great words against me. Let them exult and be glad, that favour my righteous cause; yea, let them that desire the peace of Thy servant say continually, Let the Lord be magnified. And my tongue shall speak of Thy righteousness, and of Thy praise all the day long."
"Have mercy on me, O God, have mercy on me. For my soul trusts in Thee, and in the shadow of Thy wings will I hope, until iniquity pass away.",SBERT,98.33,Bible,119,An ode of ascents To the Lord in my affliction I cried out and He heard me O Lord deliver my soul from unjust lips And from a deceitful tongue What should be given You and what added to You Against a deceitful tongue The arrows of the Mighty One are sharpened With hot coals from the desert Woe is me My sojourning was prolonged I dwelt with the tents of Kedar My soul sojourned a long time as a resident alien With those who hate peace I was peaceful When I spoke to them they made war against me without cause
"Have mercy on me, O God, have mercy on me. For my soul trusts in Thee, and in the shadow of Thy wings will I hope, until iniquity pass away.",SBERT,98.31,Psalter,57,"If ye do indeed speak righteousness, judge rightly, O ye sons of men. Yea, in your heart ye work wickedness in the earth; your hands devise unrighteousness. Sinners are estranged from the womb; they have gone astray even from the belly, they have spoken lies. Their rage is like that of a serpent, like the asp that is deaf, and stoppeth her ears. Which will not hearken to the voice of charmers, nor heed the charm prepared skilfully by the wise. God shall crush their teeth in their mouth; the Lord hath shattered the great teeth of the lions. They shall come to nought as waters running down; He shall bend his bow until they be weakened. Like wax that is melted, they shall be taken away; fire hath fallen upon them, and they have not seen the sun. Before your thorns can know the briar, He shall swallow them up living in His wrath. The righteous shall rejoice when he seeth the vengeance; he shall wash his hands in the blood of the sinner. And man shall say, If indeed there be fruit for the righteous, verily there is a God that judgeth them upon the earth."
"Have mercy on me, O God, have mercy on me. For my soul trusts in Thee, and in the shadow of Thy wings will I hope, until iniquity pass away.",SBERT,98.3,Bible,116,Alleluia Praise the Lord all you Gentiles Praise Him all you peoples For His mercy rules over us And the truth of the Lord endures forever
Create in me a clean heart,BERT,99.71,Bible,147,Alleluia of Aggeus and Zacharias Praise the Lord O Jerusalem Praise your God O Zion For He strengthens the bars of your gates He blesses your children within you He who grants your borders peace And fills you with the finest of wheat He who sends His teaching to earth Until His word shall run swiftly Giving snow like wool Sprinkling mist like ashes Casting His ice like morsels Who shall withstand His winter He shall send His word and melt them His wind shall blow and the waters shall flow He who declares His word to Jacob His ordinances and judgments to Israel He did not do so with other nations Nor did He show His judgments to them
Create in me a clean heart,BERT,99.71,Psalter,42,"Judge me, God, and give judgment in my cause against a nation that is not holy; deliver me from an unjust and deceitful man. For Thou, O God, art my strength: why hast Thou cast me off, and why go I mourning while mine enemy oppresseth me? O send out Thy light and Thy truth; they have led me, and brought me unto Thy holy mount, and to Thy tabernacles. And I will go unto the altar of God, unto God Which giveth gladness to my youth; upon the harp will I praise Thee, O God, my God. Why art thou cast down, O my soul, and why dost thou disquiet me? Hope thou in God, for I shall praise Him, the salvation of my countenance, and my God."
Create in me a clean heart,BERT,99.7,Bible,18,For the End a psalm by David The heavens declare the glory of God The firmament shows the creation of His hands Day to day utters speech And night to night reveals knowledge There is no speech nor language Where their voices are not heard Their proclamation went forth into all the earth And their words to the ends of the world In the sun He set His tabernacle And it rejoices exceedingly Like a bridegroom coming forth from his bridal chamber Like a strong man to run a race Its rising is from one end of heaven And its circuit runs to the other end And nothing shall be hidden from its heat The law of the Lord is blameless converting souls The testimony of the Lord is trustworthy making children wise The ordinances of the Lord are right rejoicing the heart The commandment of the Lord is bright enlightening the eyes The fear of the Lord is pure enduring unto ages of ages The judgments of the Lord are true being altogether just More to be desired are they than gold and a very precious stone Sweeter also than honey and the honeycomb For indeed Your servant keeps them In keeping them there is great reward Who will understand his transgressions Cleanse me from hidden sins And spare your servant from unnatural sins If they have no dominion over me then I shall be blameless And I shall be cleansed from great sin Let the words of my mouth and the meditation of my heart Be always pleasing before You O Lord my helper and my redeemer
Create in me a clean heart,BERT,99.7,Psalter,10,"In the Lord put I my trust; how will ye say to my soul, Flee as a sparrow to the mountains? For lo, the sinners have bent their bow, they have made ready their arrows for the quiver, that they may shoot in darkness at the upright in heart. For they have destroyed the things that Thou hast made; but what hath the righteous done? The Lord is in His holy temple, the Lord's throne is in heaven; His eyes behold the poor, His eyelids try the sons of men. The Lord trieth the righteous and the ungodly; but he that loveth unrighteousness hateth his own soul. Upon sinners He shall rain snares; fire and brimstone and wind of tempest shall be the portion of their cup. For the Lord is righteous, and loveth righteousness; His countenance doth behold uprightness."
Create in me a clean heart,BERT,99.7,Psalter,16,"Hear my right, O Lord; attend unto my supplication. Give ear unto my prayer, that goeth not out of feigned lips. Let my judgment come forth from Thy presence; let mine eyes behold the things that are equal. Thou hast proved mine heart; Thou hast visited it in the night; Thou hast tried me by fire, and unrighteousness hath not been found in me. That my mouth may not speak the works of men, for the sake of the words of Thy lips have I kept hard ways. Set Thou my goings in Thy paths, that my footsteps slip not. I have cried, for Thou hast heard me, O God; incline Thine ear unto me, and hear my words. Shew Thy marvellous mercies, O Thou that savest them which put their hope in Thee. From them that have resisted Thy right hand, keep me, O Lord, as the apple of Thine eye. Thou wilt shelter me with the covert of Thy wings, from the face of the ungodly that have troubled me. Mine enemies have compassed my soul; they are inclosed in their own fat, their mouth hath spoken proudly. They cast me forth, and now have compassed me about; they have set their eyes bowing down to the earth. They have taken me like as a lion that is ready for his prey, and as it were a young lion lurking in secret places. Arise, O Lord, prevent them, and supplant them; deliver my soul from the ungodly, Thy sword from the enemies of Thine hand. From Thy few of the earth, O Lord, do Thou separate them in their life; their belly is filled with Thy hid treasures. They have satisfied themselves with swine, and have left the rest of their substance to their babes. As for me, I shall appear before Thy face in righteousness; I shall be satisfied when Thy glory appeareth unto me."
Create in me a clean heart,SBERT,96.63,Psalter,15,"Preserve me, O Lord, for in Thee have I put my hope. I said unto the Lord, Thou art my Lord, for Thou hast no need of my goods. In the saints that are in His earth hath the Lord wrought wonders; He hath fulfilled all His desires in them. Their infirmities were multiplied; they hastened afterwards. Their meetings for blood will I not assemble, nor make remembrance of their names by my lips. The Lord is the portion of mine inheritance and of my cup; it is Thou that restorest mine inheritance to me. Portions are fallen unto me among the best places, for mine inheritance is most excellent to me. I will bless the Lord, Who hath given me understanding; my reins also have instructed me till the night season. I beheld the Lord always before me, because He is at my right hand, that I be not moved. Therefore my heart was glad, and my tongue rejoiced; my flesh also shall rest in hope. For Thou wilt not leave my soul in Hades, neither wilt Thou suffer Thine Holy One to see corruption. Thou hast made known to me the paths of life; with Thy presence shalt Thou fill me with joy; at Thy right hand there are delights for evermore."
Create in me a clean heart,SBERT,96.57,Psalter,117,"O give thanks unto the Lord, for He is good; for His mercy endureth for ever. Let the house of Israel now say that He is good, for His mercy endureth for ever. Let the house of Aaron now say that He is good, for His mercy endureth for ever. Let all that fear the Lord now say that He is good, for His mercy endureth for ever. I called upon the Lord out of my trouble, and the Lord heard me, and set me at large. The Lord is my helper, and I will not fear what man shall do unto me. The Lord is my help, and I shall see my desire upon mine enemies. It is better to trust in the Lord than to trust in man. It is better to hope in the Lord than to hope in princes. All the nations compassed me about, but in the name of the Lord I warded them off. They compassed me, yea, they compassed me about; but in the name of the Lord I warded them off. They compassed me about, like bees around a honeycomb, and they kindled like fire among thorns; but in the name of the Lord I warded them off. I was thrust, and overturned, that I might fall; but the Lord was quick to help me. The Lord is my strength and my song, and is become my salvation. The voice of rejoicing and salvation is in the tabernacles of the righteous. The right hand of the Lord hath wrought mightily, the right hand of the Lord hath exalted me; the right hand of the Lord hath wrought mightily. I shall not die, but live, and declare the works of the Lord. The Lord hath chastened me sore, but He hath not given me over unto death. Open to me the gates of righteousness, and I will go in by them, and I will praise the Lord. This is the gate of the Lord; the just shall enter thereby. I will praise Thee, for Thou hast heard me, and art become my salvation. The stone which the builder rejected is become the head stone of the corner. This is the Lord's doing, and it is marvellous in our eyes. This is the day which the Lord hath made; let us rejoice and be glad in it. Save now, O Lord; O Lord, send now prosperity. Blessed is he that cometh in the name of the Lord; we have blessed you out of the house of the Lord. God is the Lord, and hath appeared unto us; appoint a feast with thick boughs, even to the horns of the altar. Thou art my God, and I will praise Thee; Thou art my God, and I will exalt Thee; I will praise Thee, for Thou hast heard me, and art become my salvation. O give thanks unto the Lord, for He is good; for His mercy endureth for ever."
Create in me a clean heart,SBERT,96.55,Bible,3,A psalm by David when he fled from the face of his son Absalom OLord why do those who afflict me multiply Many are those who rise up against me Many are those who say to my soul There is no salvation for him in his God Pause But You O Lord are my protector My glory and the One who lifts up my head I cried to the Lord with my voice And He heard me from His holy hill Pause I lay down and slept Iawoke for the Lord will help me I will not be afraid of ten thousands of people Who set themselves against me all around Arise O Lord and save me O my God For You struck all those who were foolishly at enmity with me You broke the teeth of sinners Salvation is of the Lord And Your blessing is upon Your people
Create in me a clean heart,SBERT,96.52,Psalter,19,"The Lord hear Thee in the day of trouble; the name of the God of Jacob defend Thee. Send Thee help from the sanctuary, and help Thee out of Zion. Remember all Thy sacrifices, and fatten Thy whole burntoffering. The Lord grant Thee according to thine own heart, and fulfil all thy counsels. We will rejoice in Thy salvation, and in the name of the Lord our God shall we be magnified. The Lord fulfil all Thy petitions; now know I that the Lord hath saved His anointed. He will hear him from His holy heaven; in mighty deeds is the salvation of His right hand. Some trust in chariots, and some in horses, but we will call upon the name of the Lord our God. They are bound, and are fallen, but we are risen, and set upright. O Lord, save the king, and hear us in the day when we call upon Thee."
Create in me a clean heart,SBERT,96.51,Bible,71,For Solomon OGod give Your judgments to the King And Your righteousness to the Kings Son That He may judge Your people in righteousness And Your poor with judgment Let the mountains raise up peace for Your people And the hills in righteousness He shall judge the poor of the people And shall serve the sons of the poor He shall humble the false accuser And He shall continue as long as the sun And before the moon from generation to generation And He shall come down like rain on the fleece Like raindrops falling on the earth In His days righteousness and abundance of peace shall flourish Until the moon is removed And He shall rule from sea to sea And from the river to the ends of the inhabited earth The Ethiopians shall bow down before Him And His enemies shall lick the dust The kings of Tarshish and their islands will come bearing gifts The kings of Arabia and Saba will bring presents All the kings of the earth shall worship Him All the Gentiles shall serve Him For He rescued the poor from the hand of a strong man And the needy for whom there was no helper He shall spare the poor and needy And He shall save the souls of the needy He shall redeem their souls from usury and injustice And precious shall be their name in His sight He shall live and there shall be given Him from the gold of Arabia They shall pray continually because of Him All the day long shall they bless Him He shall be a support on the earth upon the summits of the mountains His fruit shall be exalted more than Lebanon And they shall flourish from the city like the grass of the earth Let His name be blessed unto the ages His name shall remain before the sun And all the tribes of the earth shall be blessed in Him All the Gentiles shall bless Him Blessed is the Lord God The God of Israel who alone does wondrous things And blessed is the name of His glory forever and unto ages of ages And all the earth shall be filled with His glory Amen Amen The hymns of David the son of Jesse are ended
incense,BERT,99.51,Psalter,135,"O give thanks unto the Lord, for He is good; for His mercy endureth for ever. O give thanks unto the God of gods; for His mercy endureth for ever. O give thanks unto the Lord of lords; for His mercy endureth for ever. To Him Who alone hath done great wonders; for His mercy endureth for ever. To Him that by wisdom made the heavens; for His mercy endureth for ever. To Him that established the earth upon the waters; for His mercy endureth for ever. To Him that alone made great lights; for His mercy endureth for ever. The sun to rule the day; for His mercy endureth for ever. The moon and the stars to rule the night; for His mercy endureth for ever. To Him that smote Egypt in their firstborn; for His mercy endureth for ever. And brought out Israel from among them; for His mercy endureth for ever. With a strong hand, and with an upraised arm; for His mercy endureth for ever. To Him Which divided the Red Sea into parts; for His mercy endureth for ever. And led Israel through the midst of it; for His mercy endureth for ever. And overthrew Pharaoh and his host in the Red Sea; for His mercy endureth for ever. To Him Which led His people through the wilderness; for His mercy endureth for ever. To Him Which smote great kings; for His mercy endureth for ever. And slew mighty kings; for His mercy endureth for ever. Sihon, king of the Amorites; for His mercy endureth for ever. And Og, the king of Bashan; for His mercy endureth for ever. And gave their land for an heritage; for His mercy endureth for ever. Even an heritage unto Israel His servant; for His mercy endureth for ever. For the Lord remembered us in our low estate; for His mercy endureth for ever. And hath redeemed us from our enemies; for His mercy endureth for ever. Who giveth food to all flesh; for His mercy endureth for ever. O give thanks unto the God of heaven; for His mercy endureth for ever."
incense,BERT,99.51,Psalter,142,"Hear my prayer, O Lord; give ear unto my supplication in Thy truth; hearken unto me in Thy righteousness. And enter not into judgment with Thy servant; for in Thy sight shall no man living be justified. For the enemy hath persecuted my soul; he hath brought my life down to the ground. He hath sat me in darkness, as those that have been long dead; and my spirit is faint within me, my heart within me is troubled. I remembered the days of old, I meditated on all Thy works, I mused on the works of Thy hands. I stretched forth my hands unto Thee; my soul thirsteth after Thee as a thirsty land. Hear me speedily, O Lord; my spirit waxeth faint. Turn not away Thy face from me, lest I be like unto them that go down into the pit. Cause me to hear Thy mercy in the morning, for in Thee do I hope. Cause me to know, O Lord, the way wherein I should walk, for I lifted up my soul unto Thee. Rescue me, O Lord, from mine enemies; have I fled unto Thee for refuge. Teach me to do Thy will, for Thou art my God. Thy good Spirit shall lead me into the land of uprightness; quicken me, O Lord, for Thy name's sake. In Thy righteousness Thou shalt bring my soul out of trouble, and in Thy mercy Thou shalt destroy my enemies. And Thou shalt destroy all them that afflict my soul, for I am Thy servant."
