Query,Method,Similarity Score (%),Text,Psalm Num,Verse
The Lord is my shepherd,TF-IDF,10.588569337544348,Bible,22,A psalm by David The Lord is my shepherd I shall not want He makes me to lie down in green pastures He leads me beside the still waters He restores my soul He leads me in the paths of righteousness For His names sake Yea though I walk through the valley of the shadow of death I will fear no evil for You are with me Your rod and Your staff they comfort me You prepare a table before me in the presence of my enemies You anoint my head with oil My cup runs over Surely goodness and mercy shall follow me All the days of my life And I will dwell in the house of the Lord to the end of my days
The Lord is my shepherd,TF-IDF,10.586599708954761,Psalter,27,"Unto Thee will I cry, O Lord; O my God, be not silent to me, lest if Thou be silent to me, I become like them that go down into the pit. Hear the voice of my supplication, O Lord, when I pray unto Thee, when I lift up my hands toward Thy holy temple. Draw me not in with sinners, and destroy me not with the workers of unrighteousness, Which speak peace to their neighbours; but mischief is in their hearts. Give them, O Lord, according to their deeds, and according to the wickedness of their endeavours. Give them after the works of their hands; render to them their reward. Because they have not hearkened to the works of the Lord, and the operations of His hands. Thou shalt destroy them, and not build them up. Blessed be the Lord, because He hath heard the voice of my supplication. The Lord is my help and my defender; my heart hoped in Him, and I am helped; and my flesh hath flourished anew, and willingly shall I praise Him. The Lord is the strength of His people, and the defender of the salvation of His anointed. Save Thy people, and bless Thine inheritance; shepherd them, and lift them up for ever."
Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,TF-IDF + GloVe,16.0,Bible,79,1For the End concerning things that shall be changed a testimony for Asaph a psalm  concerning the Assyrian Give heed O You who shepherd Israel Reveal Yourself O You who lead Joseph like a flock Who sit upon the cherubim Raise up Your power Before Ephraim Benjamin and Manasseh And come for our salvation O God convert us And reveal Your face and we shall be saved O Lord God of hosts How long will You be angry with the prayer of Your servant Will You feed us the bread of tears And will You give us as drink tears in measure You made us an offense to our neighbors And our enemies sneered at us O Lord God convert us And reveal Your face and we shall be saved Pause You removed a vineyard from Egypt You cast out the nations and planted it You prepared the way before it And You planted its roots and the earth was filled Its shade covered the mountains And its vines the cedars of God Its branches reached to the sea And its shoots as far as the river Why did You pull down its hedge And all who pass on the road gather its grapes A wild swine from the forest laid it waste A solitary wild beast devoured it O God of hosts convert us now Look down from heaven and behold And visit this vineyard Which Your right hand planted and perfect it And visit the son of man whom You strengthened for Yourself It was set on fire and uprooted But they shall perish at the rebuke of Your face Let Your hand be upon the man of Your right hand And upon the son of man whom You strengthened for Yourself Then we will not turn away from You You will give us life and we will call upon Your name O Lord God of hosts convert us and reveal Your face and we shall be saved
Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,TF-IDF + GloVe,13.98,Bible,122,1An ode of ascents Ilift my eyes to You Whodwell in heaven Behold as the eyes of servants look to the hands of their masters As the eyes of the maidservant look to the hands of her mistress So our eyes look to the Lord our God Until He shall have compassion on us Have mercy on us O Lord have mercy on us For we are greatly filled with contempt Our soul is greatly filled with it We are a disgrace to those who prosper And a contempt to the arrogant
Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,TF-IDF + GloVe,13.46,Bible,56,1For the End corrupt not by David for a pillar inscription when he escaped from the face  of Saul to the cave Have mercy on me O God have mercy on me For my soul trusts in You And in the shadow of Your wings I will hope Until lawlessness shall pass away I will cry out to God most High My God whois my benefactor He sent from heaven and saved me He gave over to disgrace those who trample me down Pause God sent out His mercy and His truth And delivered my soul from the midst of young lions Although troubled I fell asleep As for the sons of men their teeth are a weapon and arrows And their tongue is a sharp dagger Be exalted O God above the heavens And Your glory above all the earth They prepared a trap for my feet And they bowed down my soul They dug a pit before my face But they fell into it Pause My heart is ready O God My heart is ready I will sing and I will sing a psalm Awake my glory Awake harp and lyre I will arise at dawn I will give thanks to You O Lord among the peoples I will sing to You among the Gentiles For Your mercy is magnified to the heavens And Your truth to the clouds Be exalted O God above the heavens And Your glory above all the earth
Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,TF-IDF + GloVe,13.11,Bible,119,An ode of ascents To the Lord in my affliction I cried out and He heard me O Lord deliver my soul from unjust lips And from a deceitful tongue What should be given You and what added to You Against a deceitful tongue The arrows of the Mighty One are sharpened With hot coals from the desert Woe is me My sojourning was prolonged I dwelt with the tents of Kedar My soul sojourned a long time as a resident alien With those who hate peace I was peaceful When I spoke to them they made war against me without cause
Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,TF-IDF + GloVe,12.74,Bible,11,For the End concerning the eighth a psalm by David Save me O Lord for the holy man has ceased The truthful are diminished from among the sons of men Each one speaks useless things to his neighbor Deceptive lips speak with a double heart May the Lord destroy all deceptive lips And the tongue that speaks boastful things Saying We will make our tongue powerful Our lips are our own Who is lord over us Because of the suffering of the needy And because of the groaning of the poor Now I will arise says the Lord Iwill establish them in salvation I will declare it boldly The words of the Lord are pure words Like silver fired in a furnace of earth Purified seven times You shall guard us O Lord You shall preserve us from this generation forever The ungodly walk in a circle In Your exaltation You highly exalted the sons of men
Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,BERT,73.86,Psalter,16,"Hear my right, O Lord; attend unto my supplication. Give ear unto my prayer, that goeth not out of feigned lips. Let my judgment come forth from Thy presence; let mine eyes behold the things that are equal. Thou hast proved mine heart; Thou hast visited it in the night; Thou hast tried me by fire, and unrighteousness hath not been found in me. That my mouth may not speak the works of men, for the sake of the words of Thy lips have I kept hard ways. Set Thou my goings in Thy paths, that my footsteps slip not. I have cried, for Thou hast heard me, O God; incline Thine ear unto me, and hear my words. Shew Thy marvellous mercies, O Thou that savest them which put their hope in Thee. From them that have resisted Thy right hand, keep me, O Lord, as the apple of Thine eye. Thou wilt shelter me with the covert of Thy wings, from the face of the ungodly that have troubled me. Mine enemies have compassed my soul; they are inclosed in their own fat, their mouth hath spoken proudly. They cast me forth, and now have compassed me about; they have set their eyes bowing down to the earth. They have taken me like as a lion that is ready for his prey, and as it were a young lion lurking in secret places. Arise, O Lord, prevent them, and supplant them; deliver my soul from the ungodly, Thy sword from the enemies of Thine hand. From Thy few of the earth, O Lord, do Thou separate them in their life; their belly is filled with Thy hid treasures. They have satisfied themselves with swine, and have left the rest of their substance to their babes. As for me, I shall appear before Thy face in righteousness; I shall be satisfied when Thy glory appeareth unto me."
Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,BERT,72.84,Psalter,49,"The God of gods, even the Lord, hath spoken, and called the earth from the rising of the sun unto the going down thereof. Out of Zion is the comeliness of His beauty. God, our God, shall come manifestly, and shall not keep silence. A fire shall burn before Him, and a mighty tempest shall be round about Him. He shall summon the heaven above, and the earth, that He may judge His people. Gather His saints together unto Him, those that have established His covenant upon sacrifices. And the heavens shall declare His righteousness; for God is judge. Hear, O My people, and I will speak to thee, O Israel; and I will testify against thee; I am God, even thy God. I will not reprove thee for sacrifices, for thy whole burntofferings are continually before Me. I will not welcome bullocks out of thy house, nor he goats out of thy flocks. For all the beasts of the field are Mine, the cattle upon the mountains, and the oxen. I know all the fowls of the air, and the beauty of the fields is Mine. If I were hungry, I would not tell thee, for the world is Mine, and the fulness thereof. Will I eat the flesh of bulls, or drink the blood of goats? Offer unto God a sacrifice of praise, and pay thy vows unto the Most High. And call upon me in the day of thy trouble, and I will deliver thee; and thou shalt glorify Me. But unto the sinner God said, Why dost thou declare My statutes, and takest My covenant in thy mouth? Thou hast hated instruction, and hast cast My words behind thee. When thou sawest a thief, then thou didst run with him, and hast been partaker with the adulterer. Thy mouth hath multiplied evil, and thy tongue hath framed deceits. Thou satest and spakest against thy brother, and laidst a scandal against thy mother's son. These things hast thou done, and I kept silence. Thou thoughtest wickedly that I should be like unto thee; but I will reprove thee, and set thy sins before thy face. Now understand this, ye that forget God, lest He snatch you away, and there be none to deliver. A sacrifice of praise shall glorify Me, and there is the way wherein I will shew him My salvation."
Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,BERT,72.78,Psalter,13,"The fool hath said in his heart, There is no God. They are corrupt, and are become abominable in their doings; there is none that doeth good, no, not one. The Lord looked down from heaven upon the sons of men, to see if there were any that did understand, or seek God. They are all gone aside, they are together become unprofitable; there is none that doeth good, no, not one. Shall all the workers of iniquity have no knowledge, who eat up my people as they eat bread? They have not called upon the Lord. There were they in great fear, where there was no fear; for the Lord is in the generation of the righteous. Ye have shamed the counsel of the poor, but the Lord is his hope. Who shall give the salvation of Israel out of Zion? When the Lord turneth back the captivity of His people, Jacob shall rejoice, and Israel shall be glad."
Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,BERT,72.73,Psalter,149,"Sing unto the Lord a new song, His praise is in the congregation of the saints. Let Israel be glad in Him that made him, and let the sons of Zion be joyful in their king. Let them praise His name in the dance; let them sing praises unto Him with the timbrel and psaltery. For the Lord taketh pleasure in His people, and shall exalt the meek with salvation. The saints shall rejoice in glory, and shall exult upon their beds. The high praises of God shall be in their mouth, and twoedged swords in their hands; To execute vengeance among the heathen, and punishments among the peoples; To bind their kings with chains, and their nobles with fetters of iron; To execute among them the judgment written; this glory shall be for all His saints."
Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,BERT,72.71,Bible,71,For Solomon OGod give Your judgments to the King And Your righteousness to the Kings Son That He may judge Your people in righteousness And Your poor with judgment Let the mountains raise up peace for Your people And the hills in righteousness He shall judge the poor of the people And shall serve the sons of the poor He shall humble the false accuser And He shall continue as long as the sun And before the moon from generation to generation And He shall come down like rain on the fleece Like raindrops falling on the earth In His days righteousness and abundance of peace shall flourish Until the moon is removed And He shall rule from sea to sea And from the river to the ends of the inhabited earth The Ethiopians shall bow down before Him And His enemies shall lick the dust The kings of Tarshish and their islands will come bearing gifts The kings of Arabia and Saba will bring presents All the kings of the earth shall worship Him All the Gentiles shall serve Him For He rescued the poor from the hand of a strong man And the needy for whom there was no helper He shall spare the poor and needy And He shall save the souls of the needy He shall redeem their souls from usury and injustice And precious shall be their name in His sight He shall live and there shall be given Him from the gold of Arabia They shall pray continually because of Him All the day long shall they bless Him He shall be a support on the earth upon the summits of the mountains His fruit shall be exalted more than Lebanon And they shall flourish from the city like the grass of the earth Let His name be blessed unto the ages His name shall remain before the sun And all the tribes of the earth shall be blessed in Him All the Gentiles shall bless Him Blessed is the Lord God The God of Israel who alone does wondrous things And blessed is the name of His glory forever and unto ages of ages And all the earth shall be filled with His glory Amen Amen The hymns of David the son of Jesse are ended
Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,SBERT,11.96,Psalter,87,"O Lord God of my salvation, I have cried by day and night before Thee. Let my prayer come before Thee; incline Thine ear unto my supplication. For my soul is full of evils, and my life hath drawn nigh unto Hades. I am counted with them that go down into the pit; I am become as a man that hath no help, free among the dead. Like the bodies of the slain that sleep in the grave, whom Thou rememberest no more: and they are cut off from Thy hand. They have laid me in the lowest pit, in darkness, and in the shadow of death. Thy wrath presseth hard upon me, and Thou hast brought all Thy waves upon me. Thou hast put away mine acquaintance far from me; they have made me an abomination unto them. I am delivered up, and have not come forth; mine eyes are grown weak by reason of poverty. Lord, I have called upon Thee all the day long; I have stretched out my hands unto Thee. Wilt Thou work wonders for the dead? or shall physicians raise them up to praise Thee? Shall any in the grave tell of Thy mercy, and of Thy truth in that destruction? Shall Thy wonders be known in that darkness, and Thy righteousness in the land of forgetfulness? But unto Thee have I cried, O Lord, and in the morning shall my prayer prevent Thee. Lord, why castest Thou off my soul, and turnest Thou Thy face away from me? I am poor and in troubles from my youth up; yea, having been exalted, I was humbled and brought to distress. Thy fierce wrath hath gone over me, and Thy terrors have troubled me. They came round about me like water; all the day long they compassed me about together. Friend and neighbour hast Thou put far from me, and mine acquaintance, because of my misery."
Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,SBERT,11.61,Bible,33,1By David when he changed his countenance before Abimelech who let him go and he  departed Iwill bless the Lord at all times His praise shall continually be in my mouth My soul shall be praised in the Lord Let the gentle hear and be glad Oh magnify the Lord with me And let us exalt His name together I sought the Lord and He heard me And He delivered me from all my sojourning Come to Him and be enlightened And your face shall never be ashamed This poor man cried and the Lord heard him And saved him from all his afflictions The Angel of the Lord shall encamp around those who fear Him And He will deliver them Oh taste and see that the Lord is good Blessed is the man who hopes in Him Fear the Lord you His saints For there is no want for those who fear Him Rich men turned poor and went hungry But those whoseek the Lord shall not lack any good thing Pause Come you children listen to me I will teach you the fear of the Lord Who is the man who desires life Who loves to see good days Keep your tongue from evil And your lips from speaking deceit Shun evil and do good Seek peace and pursue it The eyes of the Lord are upon the righteous And His ears are open to their supplications The Lords face is against those who do evil So as to destroy their remembrance from the earth The righteous cried and the Lord heard them And He delivered them from all their afflictions The Lord is near those who are brokenhearted And He will save the humble in spirit Many are the afflictions of the righteous But He will deliver them from them all The Lord shall guard all their bones Not one of them shall be broken The death of sinners is evil And those who hate the righteous shall go wrong The Lord will redeem the souls of His servants And all who hope in Him shall not go wrong
Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,SBERT,11.2,Psalter,118,"Blessed are they that are blameless in the way, who walk in the law of the Lord. Blessed are they that search out His testimonies; they shall seek Him with their whole heart. For they that work iniquity have not walked in His ways. Thou hast commanded us to keep Thy commandments most diligently. O that my ways may be directed to keep Thy statutes! Then shall I not be ashamed, when I have respect unto all Thy commandments. I will praise Thee with uprightness of heart, when I shall have learned the judgments of Thy righteousness. I will keep Thy statutes; O forsake me not utterly. Wherewithal shall a young man correct his way? by keeping Thy words. With my whole heart have I sought Thee; cast me not away from Thy commandments. Thy words have I hid in my heart, that I might not sin against Thee. Blessed art Thou, O Lord; teach me Thy statutes. With my lips have I declared all the judgments of Thy mouth. I have had delight in the way of Thy testimonies, as much as in all riches. I will meditate in Thy commandments, and understand Thy ways. I will meditate in Thy statutes; I will not forget Thy words. Give recompense unto Thy servant; quicken Thou me, and I shall keep Thy words. Uncover Thou mine eyes, and I shall behold wondrous things out of Thy law. I am a sojourner upon the earth; hide not Thy commandments from me. My soul hath longed to desire Thy judgments at all times. Thou hast rebuked the proud; cursed are they which do err from Thy commandments. Remove from me reproach and contempt, for I have sought Thy testimonies. For princes did sit and speak against me, but Thy servant did meditate in Thy statutes. For Thy testimonies are my meditation, and Thy statutes are my counsels. My soul hath cleaved unto the ground; quicken Thou me according to Thy word. I have declared my ways, and Thou heardest me; teach me Thy statutes. Make me to understand the way of Thy statutes, and I will meditate upon Thy wondrous works. My soul hath slumbered for heaviness; strengthen Thou me in Thy words. Remove from me the way of unrighteousness, and have mercy upon me with Thy law. I have chosen the way of truth, and have not forgotten Thy judgments. I have cleaved unto Thy testimonies; O Lord, put me not to shame. I have run the way of Thy commandments, when Thou didst enlarge my heart. Set before me for a law, O Lord, the way of Thy statutes; and I shall seek it out continually. Give me understanding, and I shall search Thy law; yea, I will observe it with my whole heart. Guide me in the path of Thy commandments, for I have longed for it. Incline my heart unto Thy testimonies, and not to covetousness. Turn away my eyes, that I behold not vanity; quicken Thou me in Thy way. Stablish Thy word unto Thy servant, in fear of Thee. Take away my reproach, which I have feared, for Thy judgments are good. Behold, I have longed after Thy commanments; quicken me in Thy righteousness. Let Thy mercy come also upon me, O Lord, even Thy salvation according to Thy word. So shall I make answer to them that reproach me, for I have hoped in Thy words. And take not Thou the word of truth utterly out of my mouth, for I have hoped in Thy judgments. So shall I keep Thy law continually for ever and ever. And I walked at liberty, for I sought Thy commandments. I spake of Thy testimonies also before kings, and was not ashamed. And I meditated in Thy commandments, which I have greatly loved. My hands also have I lifted up unto Thy commandments, which I have loved; and I meditated in Thy statutes. Remember Thy words unto Thy servant, upon which Thou hast caused me to hope. This hath comforted me in my humiliation, for Thy word hath quickened me. The proud have transgressed exceedingly, yet have I not declined from Thy law. I remembered Thy judgments of old, O Lord, and was comforted. Despondency hath taken hold upon me, because of the sinners who forsake Thy law. Thy statutes have been my songs in the place of my sojourning. I have remembered Thy name, in the night, O Lord, and have kept Thy law. This happened to me, because I diligently sought Thy statutes. Thou art my portion, O Lord; I have said that I would keep Thy law. I entreated Thy face with my whole heart; have mercy upon me according to Thy word. I have thought on Thy ways, and turned my feet unto Thy testimonies. I made ready, and was not troubled, that I might keep Thy commandments. The cords of sinners have compassed me, but I have not forgotten Thy law. At midnight I rose to give thanks unto Thee, because of the judgments of Thy righteousness. I am a companion of all them that fear Thee, and of them that keep Thy statutes. The earth, O Lord, is full of Thy mercy; teach me Thy statutes. Thou hast dealt graciously with Thy servant, O Lord, according to Thy word. Teach me goodness and discipline and knowledge, for I have believed Thy commandments. Before I was humbled, I went astray; therefore have I kept Thy word. Thou art good, O Lord, and in Thy goodness teach me Thy statutes. The unrighteousness of the proud is multiplied against me, but I will search Thy commandments with my whole heart. Their heart is curdled like milk, but I have meditated in Thy law. It is good for me that Thou hast humbled me, that I might learn Thy statutes. The law of Thy mouth is better to me than thousands of gold and silver. Thy hands have made me and fashioned me; O give me understanding, and I shall learn Thy commandments. They that fear Thee shall see me, and be glad; for I have hoped in Thy words. I have known, O Lord, that Thy judgments are right, and with truth Thou hast humbled me. O let Thy mercy now be for my comfort, according to Thy word unto Thy servant. Let Thy tender mercies come unto me, and I shall live; for Thy law is my meditation. Let the proud be ashamed, for they have transgressed against me unjustly; but I will meditate in Thy commandments. Let those that fear Thee return unto me, and those that know Thy testimonies. Let my heart be blameless in Thy statutes, that I be not ashamed. My soul fainteth for Thy salvation; I have hoped in Thy words. Mine eyes have failed with waiting for Thy word, saying, O when wilt Thou comfort me? For I am become like a wineskin in the frost, yet I have not forgotten Thy statutes. How many are the days of Thy servant? When wilt Thou execute judgment for me on them that persecute me? Transgressors have told me idle tales, but they are not after Thy law, O Lord. All Thy commandments are truth: they have persecuted me wrongfully; help Thou me. They had almost made an end of me upon earth, but I forsook not Thy commandments. Quicken me according to Thy mercy, and I will keep the testimonies of Thy mouth. For ever, O Lord, Thy word endureth in heaven. Thy truth is from generation to generation; Thou hast established the earth, and it abideth. The day continueth according to Thine ordinance; for all things are Thy servants. If Thy law had not been my meditation, then I should have perished in my humiliation. I will never forget Thy statutes, for in them Thou hast quickened me. MIDDLE I am Thine, O save me; for I have sought Thy statutes. Sinners have waited for me to destroy me, but I have understood Thy testimonies. I have seen an end of all perfection; Thy commandment is exceeding broad. O how have I loved Thy law, O Lord! It is my meditation all the day long. Thou through Thy commandment hast made me wiser than mine enemies, for it is mine for ever. I have more understanding than all my teachers, for Thy testimonies are my meditation. I have more understanding than mine elders, because sought Thy commandments. I have refrained my feet from every evil way, that I might keep Thy words. I have not departed from Thy judgments, for Thou hast appointed a law for me. How sweet are Thy words unto my throat! yea, sweeter than honey to my mouth. From Thy commandments have I gained understanding; therefore I have hated every unrighteous way. Thy law is a lamp unto my feet, and a light unto my paths. I have sworn, and am steadfastly purposed, that I will keep the judgments of Thy righteousness. I have been humbled very much; quicken me, O Lord, according unto Thy word. Be pleased with the freewill offerings of my mouth, O Lord, and teach me Thy judgments. My soul is continually in Thy hands, yet I have not forgotten Thy law. Sinners have laid a snare for me, yet I erred not from Thy commandments. Thy testimonies have I taken as an heritage for ever, for they are the joy of my heart. I have inclined my heart to perform Thy statutes for ever, for a recompense. I have hated transgressors, but Thy law have I loved. Thou art my helper and defender; I have hoped in Thy words. Depart from me, ye evildoers, and I will search out the commandments of my God. Hold Thou me up according to Thy word, and quicken me; and turn me not away in shame from mine expectation. Help me, and I shall be saved; and I will meditate in Thy statutes continually. Thou hast despised all them that depart from Thy statutes, for their inward thought is unrighteous. I have accounted as transgressors all the sinners of the earth; therefore have I loved Thy testimonies. Nail down my flesh with the fear of Thee, for I am afraid of Thy judgments. I have done judgment and justice; give me not over unto them that wrong me. Receive Thy servant unto good; let not the proud accuse me falsely. Mine eyes have failed with waiting for Thy salvation, and for the word of Thy righteousness. Deal with Thy servant according to Thy mercy, and teach me Thy statutes. I am Thy servant; give me understanding, and I shall know Thy testimonies. It is time for the Lord to act, for they have made void Thy law. Therefore have I loved Thy commandments above gold and topaz. Therefore have I directed myself according to all Thy commandments; I have hated every unrighteous way. Thy testimonies are wonderful; therefore hath my soul sought them. The unfolding of Thy words shall give light and understanding unto infants. I opened my mouth, and drew in my breath; for I longed for Thy commandments. Look Thou upon me, and be merciful unto me, according to the judgment of them that love Thy name. Order my steps according to Thy word, and let not any iniquity have dominion over me. Deliver me from the false accusation of men, and I will keep Thy commandments. Make Thy face to shine upon Thy servant, and teach me Thy statutes. Mine eyes have sent forth streams of waters, because I kept not Thy law. Righteous art Thou, O Lord, and upright are Thy judgments. Thy testimonies that Thou hast commanded are very righteousness and truth. My zeal for Thee hath made me to pine away, because mine enemies have forgotten Thy words. Thy word hath been tried in the fire to the uttermost, and Thy servant hath loved it. I am young and despised, yet have I not forgotten Thy statutes. Thy righteousness is an everlasting righteousness, and Thy law is truth. Troubles and anguish are come upon me, yet Thy commandments are my meditation. Thy testimonies are righteousness for ever; give me understanding, and I shall live. I cried with my whole heart; hear me, O Lord, and I shall seek Thy statutes. I cried unto Thee; save me, and I shall keep Thy testimonies. I arose before the dawn, and cried; I hoped in Thy words. Mine eyes awoke before the morning, that I might meditate in Thy words. Hear my voice according to Thy mercy, O Lord; quicken me according to Thy judgment. They have drawn nigh that persecute me unlawfully; they are far from Thy law. Thou art near, O Lord, and all Thy ways are truth. Concerning Thy testimonies have I known of old that Thou hast founded them for ever. Consider my humiliation, and deliver me; for I have not forgotten Thy law. Judge Thou my cause, and redeem me; quicken me for Thy word's sake. Salvation is far from sinners, for they have not sought Thy statutes. Many are Thy tender mercies, O Lord; quicken me according to Thy judgment. Many are they that persecute me and afflict me, yet have I not turned aside from Thy testimonies. I beheld men acting foolishly, and pined away; because they kept not Thy words. Behold how I have loved Thy commandments; quicken me, O Lord, in Thy mercy. The beginning of Thy words is truth, and all the judgments of Thy righteousness endure for ever. Princes have persecuted me without a cause, and my heart hath been afraid because of Thy words. I will rejoice at Thy words, as one that findeth great spoil. I have hated and abhorred unrightousness, but Thy law have I loved. Seven times a day have I praised Thee because of the judgments of Thy righteousness. Much peace have they that love Thy law, and for them there is no stumbling block. Lord, I have awaited Thy salvation, and loved Thy commandments. My soul hath kept Thy testimonies, and loved them exceedingly. I have kept Thy commandments and Thy testimonies, for all my ways are before Thee, O Lord. Let my supplication come near before Thee, O Lord; give me understanding according to Thy word. Let my petition come before Thee, O Lord; deliver me according to Thy word. My lips shall pour forth an hymn when Thou hast taught me Thy statutes. My tongue shall speak of Thy words, for all Thy commandments are righteousness. Let Thy hand be near to save me, for I have chosen Thy commandments. I have longed for Thy salvation, O Lord; and Thy law is my meditation. My soul shall live, and shall praise Thee; and Thy judgments shall help me. I have gone astray like a lost sheep; seek Thy servant, for I have not forgotten Thy commandments."
Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,SBERT,11.13,Bible,47,A psalm of an ode for the sons of Korah for the second day of the week Great is the Lord and greatly to be praised In the city of our God in His holy mountain Wellrooted in joy throughout the earth The mountains of Zion the sides of the north The city of the great King God is known in her palaces When He helps her For behold the kings assembled They came together They saw her thus they marveled They were troubled they were shaken Trembling laid hold of them There were labor pains like a woman giving birth You shall wreck the ships of Tarshish with a violent wind As we heard so we saw In the city of the Lord of hosts In the city of our God God established her forever Pause We pondered Your mercy O God In the midst of Your temple According to Your name O God So is Your praise to the ends of the earth Your right hand is full of righteousness Let Mount Zion be glad Let the daughters of Judah greatly rejoice Because of Your judgments O Lord Encircle Zion and embrace her Describe her towers in detail Set your hearts on her power And observe her palaces That you may describe them to another generation For He is God our God Forever and unto ages of ages He will shepherd us unto the ages
Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,SBERT,10.94,Psalter,128,"Many a time have they fought against me from my youth up, may Israel now say; Many a time have they fought against me from my youth up; yet they have not prevailed against me. The sinners wrought upon my back, they prolonged their iniquity. The Lord is righteous; He hath cut asunder the necks of sinners. Let them all be ashamed and turned back that hate Zion. Let them be as the grass upon the housetops, which withereth afore it is uprooted. Wherewith the reaper filleth not his hand, nor he that gathereth sheaves his bosom. Neither have they which go by said, The blessing of the Lord be upon you; we have blessed you in the name of the Lord."
Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,TF-IDF,16.328670021514053,Psalter,86,"His foundations are in the holy mountains. The Lord loveth the gates of Zion more than all the dwellings of Jacob. Glorious things are spoken of thee, O city of God. I will make mention of Rahab and Babylon to them that know me. And behold the foreigners, and those of Tyre, and the people of the Ethiopians; these were born there. A man shall say, Zion is my mother, and, That man was born in her, and, The Most High Himself hath established her. The Lord shall tell it in His writings of the people and of the princes, even of them that have been born in her. How joyful are all they that have their habitation in Thee!"
Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,TF-IDF,9.980589047160349,Psalter,23,"The earth is the Lord's, and the fulness thereof; the world, and all they that dwell therein. He hath founded it upon the seas, and prepared it upon the rivers. Who shall ascend into the mountain of the Lord, or who shall stand in His holy place? He that is innocent in hands, and pure in heart, who hath not received his soul in vain, nor sworn deceitfully to his neighbour. He shall receive a blessing from the Lord, and mercy from God his Saviour. This is the generation of them that seek the Lord, that seek the face of the God of Jacob. Lift up your gates, O ye princes, and be ye lifted up, ye everlasting gates; and the King of Glory shall come in. Who is this King of Glory? the Lord strong and mighty, the Lord mighty in battle. Lift up your gates, ye princes, and be ye lifted up, ye everlasting gates; and the King of Glory shall come in. Who is this King of Glory? the Lord of hosts, He is the King of Glory."
Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,TF-IDF,7.793869661456674,Bible,130,1An ode of ascents by David OLord My heart is not exalted Neither are my eyes raised up Neither am I carried along in great things Nor in things too marvelous for me If I were not humbleminded But exalted my soul Like a child weaned from his mother So You would reward my soul Let Israel hope in the Lord From this present time and unto the ages
Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,TF-IDF,7.0818979689790895,Psalter,61,"Shall not my soul be subject unto God? for from Him cometh my salvation. For He is my God, my Saviour and my helper; and I shall be moved no more. How long do ye assail a man? Ye slay, all of you, as a leaning wall, and a tottering fence. But they consulted to cast down my honour; they ran in lies; they bless with their mouth, but curse in their heart. But my soul, be thou subject unto God; for my endurance is from Him. For He Himself is my God, and my Saviour; He is my helper; and I shall not be moved. In God is my salvation and my glory; He is the God of my help, and my hope is in God. Hope in Him, all ye congregation of the peoples; pour out your hearts before Him, for God is our helper. For the sons of men are vain, the sons of men are liars in the balances; out of vanity they gather themselves together, that they may work injustice. Hope not in injustice, and covet not plunder; if riches flow in, set not your heart upon them. God hath spoken once, and these two things have I heard: that power belongeth unto God; also unto Thee belongeth mercy, O Lord; for Thou shalt render unto every man according to his works."
Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,TF-IDF,5.608150021711402,Psalter,35,"The transgressor, that he may sin, saith within himself that there is no fear of God before his eyes. For he hath dealt deceitfully with Him, lest he should find out his iniquity, and hate it. The words of his mouth are iniquity and deceit; he hath not desired to know how to do good. He hath devised iniquity upon his bed, he given himself to every way that is not good, and hath not abhorred evil. Thy mercy, O Lord, is in the heavens, and Thy truth reacheth unto the clouds. Thy righteousness is like the mountains of God; Thy judgments are a great deep. O Lord, Thou shalt preserve man and beast. How hast Thou multiplied Thy mercy, O God! The sons of men shall put their hope in the shelter of Thy wings. They shall be drunken with the fatness of Thy house, and Thou shalt make them drink of the torrent of Thy delight. For with Thee is the fountain of life; in Thy light shall we see light. O continue Thy mercy unto them that know Thee, and Thy righteousness to the upright in heart. Let not the foot of pride come against me, and let not the hand of the wicked remove me. There are all the workers of iniquity fallen; they are cast out, and shall not be able to stand."
